date,close
1/1/2017,8.172570229
1/2/2017,8.378510475
1/3/2017,9.725250244
1/4/2017,11.25160027
1/5/2017,10.25440025
1/6/2017,10.25469971
1/7/2017,9.867190361
1/8/2017,10.28979969
1/9/2017,10.32559967
1/10/2017,10.54959965
1/11/2017,9.717760086
1/12/2017,9.861330032
1/13/2017,9.769499779
1/14/2017,9.646659851
1/15/2017,9.904259682
1/16/2017,9.636500359
1/17/2017,10.30230045
1/18/2017,10.22780037
1/19/2017,10.39719963
1/20/2017,10.60060024
1/21/2017,10.90919971
1/22/2017,10.70320034
1/23/2017,10.82079983
1/24/2017,10.63249969
1/25/2017,10.57050037
1/26/2017,10.58909988
1/27/2017,10.53730011
1/28/2017,10.56499958
1/29/2017,10.48400021
1/30/2017,10.57120037
1/31/2017,10.72749996
2/1/2017,10.73209953
2/2/2017,10.82139969
2/3/2017,11.11450005
2/4/2017,11.43350029
2/5/2017,11.35299969
2/6/2017,11.38939953
2/7/2017,11.5152998
2/8/2017,11.43120003
2/9/2017,11.03219986
2/10/2017,11.27890015
2/11/2017,11.3494997
2/12/2017,11.39920044
2/13/2017,11.26949978
2/14/2017,13.02519989
2/15/2017,12.91969967
2/16/2017,12.90369987
2/17/2017,12.67650032
2/18/2017,12.81019974
2/19/2017,12.7585001
2/20/2017,12.43010044
2/21/2017,12.66839981
2/22/2017,12.59969997
2/23/2017,13.11940002
2/24/2017,13.06919956
2/25/2017,13.54870033
2/26/2017,14.52000046
2/27/2017,15.39649963
2/28/2017,15.81719971
3/1/2017,17.34970093
3/2/2017,19.03019905
3/3/2017,19.45899963
3/4/2017,18.6189003
3/5/2017,19.3022995
3/6/2017,19.60569954
3/7/2017,18.8885994
3/8/2017,16.65130043
3/9/2017,17.75469971
3/10/2017,19.33230019
3/11/2017,21.47249985
3/12/2017,23.43770027
3/13/2017,28.59289932
3/14/2017,28.65460014
3/15/2017,35.05590057
3/16/2017,46.34579849
3/17/2017,46.82799911
3/18/2017,34.16019821
3/19/2017,44.74010086
3/20/2017,43.39020157
3/21/2017,43.14509964
3/22/2017,42.34209824
3/23/2017,43.67839813
3/24/2017,53.10749817
3/25/2017,51.25
3/26/2017,50.52159882
3/27/2017,49.66690063
3/28/2017,50.77489853
3/29/2017,53.12609863
3/30/2017,52.2057991
3/31/2017,50.03730011
4/1/2017,50.69950104
4/2/2017,48.74869919
4/3/2017,44.35639954
4/4/2017,44.64189911
4/5/2017,45.30400085
4/6/2017,43.24209976
4/7/2017,42.16260147
4/8/2017,44.30709839
4/9/2017,43.26699829
4/10/2017,43.43519974
4/11/2017,43.40719986
4/12/2017,46.28730011
4/13/2017,50.2193985
4/14/2017,47.57410049
4/15/2017,49.10150146
4/16/2017,48.71849823
4/17/2017,48.30459976
4/18/2017,50.70750046
4/19/2017,48.30530167
4/20/2017,49.67219925
4/21/2017,48.22439957
4/22/2017,48.5530014
4/23/2017,48.48929977
4/24/2017,50.03150177
4/25/2017,49.89120102
4/26/2017,52.72029877
4/27/2017,62.16770172
4/28/2017,70.15920258
4/29/2017,68.37689972
4/30/2017,79.02120209
5/1/2017,76.29699707
5/2/2017,77.26380157
5/3/2017,79.71820068
5/4/2017,96.98139954
5/5/2017,94.39849854
5/6/2017,97.81349945
5/7/2017,94.00730133
5/8/2017,91.42040253
5/9/2017,91.16290283
5/10/2017,89.52490234
5/11/2017,89.87969971
5/12/2017,88.65540314
5/13/2017,90.83540344
5/14/2017,90.78649902
5/15/2017,92.41490173
5/16/2017,89.43800354
5/17/2017,89.86039734
5/18/2017,96.90630341
5/19/2017,129.5269928
5/20/2017,126.5210037
5/21/2017,157.9369965
5/22/2017,174.2610016
5/23/2017,181.9519958
5/24/2017,190.0460052
5/25/2017,174.4459991
5/26/2017,160.4029999
5/27/2017,157.7579956
5/28/2017,170.5110016
5/29/2017,194.9089966
5/30/2017,231.9109955
5/31/2017,230.6690063
6/1/2017,222.2389984
6/2/2017,223.7749939
6/3/2017,224.3760071
6/4/2017,245.3320007
6/5/2017,248.4640045
6/6/2017,264.4660034
6/7/2017,258.0710144
6/8/2017,261.6659851
6/9/2017,281.7369995
6/10/2017,337.6679993
6/11/2017,340.6090088
6/12/2017,401.4899902
6/13/2017,397.5369873
6/14/2017,359.053009
6/15/2017,361.9330139
6/16/2017,370.2269897
6/17/2017,379.4140015
6/18/2017,371.4580078
6/19/2017,370.0559998
6/20/2017,359.0050049
6/21/2017,336.8720093
6/22/2017,336.3710022
6/23/2017,341.7390137
6/24/2017,323.6960144
6/25/2017,303.2479858
6/26/2017,272.6919861
6/27/2017,293.0880127
6/28/2017,327.927002
6/29/2017,302.8829956
6/30/2017,294.9159851
7/1/2017,274.6010132
7/2/2017,287.9869995
7/3/2017,282.8980103
7/4/2017,273.303009
7/5/2017,268.7739868
7/6/2017,270.5490112
7/7/2017,245.9909973
7/8/2017,251.6970062
7/9/2017,242.1369934
7/10/2017,215.3569946
7/11/2017,197.404007
7/12/2017,230.7740021
7/13/2017,209.7330017
7/14/2017,199.6620026
7/15/2017,170.6549988
7/16/2017,157.3630066
7/17/2017,193.423996
7/18/2017,234.3910065
7/19/2017,199.7030029
7/20/2017,227.2649994
7/21/2017,218.3049927
7/22/2017,229.4759979
7/23/2017,225.951004
7/24/2017,224.7109985
7/25/2017,206.7100067
7/26/2017,203.9530029
7/27/2017,204.3179932
7/28/2017,193.1230011
7/29/2017,205.7890015
7/30/2017,197.9779968
7/31/2017,203.8710022
8/1/2017,226.7689972
8/2/2017,219.9519958
8/3/2017,225.3419952
8/4/2017,223.072998
8/5/2017,256.5069885
8/6/2017,261.5669861
8/7/2017,269.1799927
8/8/2017,296.7690125
8/9/2017,296.0270081
8/10/2017,295.8919983
8/11/2017,308.8640137
8/12/2017,310.6010132
8/13/2017,298.0639954
8/14/2017,300.0969849
8/15/2017,289.8179932
8/16/2017,302.2669983
8/17/2017,301.4570007
8/18/2017,295.5899963
8/19/2017,297.4700012
8/20/2017,301.428009
8/21/2017,321.5910034
8/22/2017,314.7850037
8/23/2017,317.5190125
8/24/2017,325.6109924
8/25/2017,331.9150085
8/26/2017,333.8819885
8/27/2017,347.8930054
8/28/2017,347.7470093
8/29/2017,370.6669922
8/30/2017,378.4849854
8/31/2017,383.0419922
9/1/2017,387.7409973
9/2/2017,348.9840088
9/3/2017,347.4840088
9/4/2017,295.17099
9/5/2017,312.9880066
9/6/2017,334.3380127
9/7/2017,329.428009
9/8/2017,296.4970093
9/9/2017,294.4049988
9/10/2017,288.7470093
9/11/2017,294.5320129
9/12/2017,291.4639893
9/13/2017,277.1119995
9/14/2017,213.9080048
9/15/2017,250.4640045
9/16/2017,246.5220032
9/17/2017,251.7489929
9/18/2017,293.4970093
9/19/2017,282.8039856
9/20/2017,283.7420044
9/21/2017,258.5799866
9/22/2017,264.3099976
9/23/2017,286.1679993
9/24/2017,282.4830017
9/25/2017,292.3320007
9/26/2017,287.4379883
9/27/2017,306.4670105
9/28/2017,299.1549988
9/29/2017,291.4670105
9/30/2017,301.4649963
10/1/2017,302.3370056
10/2/2017,297.4750061
10/3/2017,292.4630127
10/4/2017,292.6579895
10/5/2017,295.8630066
10/6/2017,308.5880127
10/7/2017,311.1239929
10/8/2017,308.6080017
10/9/2017,297.3919983
10/10/2017,299.8699951
10/11/2017,303.4559937
10/12/2017,304.1359863
10/13/2017,338.7569885
10/14/2017,339.6279907
10/15/2017,336.5950012
10/16/2017,333.3840027
10/17/2017,317.0820007
10/18/2017,314.3190002
10/19/2017,308.0880127
10/20/2017,304.006012
10/21/2017,300.1870117
10/22/2017,295.4460144
10/23/2017,286.9500122
10/24/2017,298.3280029
10/25/2017,297.9249878
10/26/2017,296.5270081
10/27/2017,297.4230042
10/28/2017,296.2980042
10/29/2017,305.0880127
10/30/2017,307.7510071
10/31/2017,305.8789978
11/1/2017,291.6940002
11/2/2017,287.4289856
11/3/2017,305.7109985
11/4/2017,300.4689941
11/5/2017,296.2630005
11/6/2017,298.8919983
11/7/2017,294.6589966
11/8/2017,309.0700073
11/9/2017,320.8840027
11/10/2017,299.2529907
11/11/2017,314.6809998
11/12/2017,307.9079895
11/13/2017,316.7160034
11/14/2017,337.631012
11/15/2017,333.3569946
11/16/2017,330.9240112
11/17/2017,332.3940125
11/18/2017,347.6119995
11/19/2017,354.3859863
11/20/2017,366.730011
11/21/2017,360.401001
11/22/2017,380.6520081
11/23/2017,410.1659851
11/24/2017,474.9110107
11/25/2017,466.276001
11/26/2017,471.3299866
11/27/2017,480.355011
11/28/2017,472.9020081
11/29/2017,427.5230103
11/30/2017,447.1140137
12/1/2017,466.5400085
12/2/2017,463.4490051
12/3/2017,465.8529968
12/4/2017,470.20401
12/5/2017,463.2810059
12/6/2017,428.5880127
12/7/2017,434.4079895
12/8/2017,456.0310059
12/9/2017,473.5020142
12/10/2017,441.7210083
12/11/2017,515.1359863
12/12/2017,651.4310303
12/13/2017,702.7670288
12/14/2017,695.815979
12/15/2017,684.447998
12/16/2017,696.2089844
12/17/2017,719.9749756
12/18/2017,794.6450195
12/19/2017,826.822998
12/20/2017,819.0859985
12/21/2017,821.0629883
12/22/2017,674.8599854
12/23/2017,719.3870239
12/24/2017,694.1480103
12/25/2017,765.8339844
12/26/2017,773.8359985
12/27/2017,762.84198
12/28/2017,737.0230103
12/29/2017,753.59198
12/30/2017,717.257019
12/31/2017,756.7329712
1/1/2018,772.6409912
1/2/2018,884.4439697
1/3/2018,962.7199707
1/4/2018,980.9219971
1/5/2018,997.7199707
1/6/2018,1041.680054
1/7/2018,1153.170044
1/8/2018,1148.530029
1/9/2018,1299.73999
1/10/2018,1255.819946
1/11/2018,1154.930054
1/12/2018,1273.199951
1/13/2018,1396.420044
1/14/2018,1366.77002
1/15/2018,1291.920044
1/16/2018,1053.689941
1/17/2018,1014.25
1/18/2018,1036.280029
1/19/2018,1039.099976
1/20/2018,1155.150024
1/21/2018,1049.579956
1/22/2018,1003.26001
1/23/2018,986.2290039
1/24/2018,1058.780029
1/25/2018,1056.030029
1/26/2018,1055.170044
