date,close
4/29/2013,144.5399933
4/30/2013,139
5/1/2013,116.9899979
5/2/2013,105.2099991
5/3/2013,97.75
5/4/2013,112.5
5/5/2013,115.9100037
5/6/2013,112.3000031
5/7/2013,111.5
5/8/2013,113.5660019
5/9/2013,112.6699982
5/10/2013,117.1999969
5/11/2013,115.2429962
5/12/2013,115
5/13/2013,117.9800034
5/14/2013,111.5
5/15/2013,114.2200012
5/16/2013,118.7600021
5/17/2013,123.0149994
5/18/2013,123.4980011
5/19/2013,121.9899979
5/20/2013,122
5/21/2013,122.8799973
5/22/2013,123.8889999
5/23/2013,126.6999969
5/24/2013,133.1999969
5/25/2013,131.9799957
5/26/2013,133.4799957
5/27/2013,129.7449951
5/28/2013,129
5/29/2013,132.3000031
5/30/2013,128.798996
5/31/2013,129
6/1/2013,129.3000031
6/2/2013,122.2919998
6/3/2013,122.2220001
6/4/2013,121.4199982
6/5/2013,121.6500015
6/6/2013,118
6/7/2013,111.5
6/8/2013,108.3000031
6/9/2013,100
6/10/2013,106.3499985
6/11/2013,108.9000015
6/12/2013,108.1500015
6/13/2013,104
6/14/2013,99.97889709
6/15/2013,99.98809814
6/16/2013,99.51000214
6/17/2013,101.6999969
6/18/2013,107.4000015
6/19/2013,108.25
6/20/2013,110.1500015
6/21/2013,109.5
6/22/2013,108.3000031
6/23/2013,107.5999985
6/24/2013,102.7369995
6/25/2013,103.9499969
6/26/2013,104
6/27/2013,101.4369965
6/28/2013,94.64920044
6/29/2013,94.9940033
6/30/2013,96.61399841
7/1/2013,88.05000305
7/2/2013,90.13400269
7/3/2013,77.52999878
7/4/2013,80.52580261
7/5/2013,68.43099976
7/6/2013,70.27729797
7/7/2013,74.56109619
7/8/2013,76.51599884
7/9/2013,76.69400024
7/10/2013,86.76000214
7/11/2013,88.98000336
7/12/2013,93.59490204
7/13/2013,98.1339035
7/14/2013,94.69129944
7/15/2013,98.40019989
7/16/2013,97.45079803
7/17/2013,98.5
7/18/2013,90.58000183
7/19/2013,92.16999817
